,Category,Message,Emoji,Mathematical symbols,URL,shorthands,Dot,length,capitals,Num_Phone,Special characters,word_count,mis_spell
224,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,0,0,7,1,119,2,0,0,26,1
225,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0,2,1,2,0,143,4,0,3,21,5
226,ham,Would really appreciate if you call me. Just need someone to talk to.,0,0,0,0,0,69,0,0,0,13,1
227,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0,0,0,8,0,137,3,0,0,30,1
228,ham,Hey company elama po mudyadhu.,0,0,0,1,0,30,0,0,0,5,1
229,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,0,0,2,1,165,0,0,2,27,1
230,ham,Dear good morning now only i am up,0,0,0,1,0,34,0,0,0,8,1
231,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,0,0,1,0,109,0,0,3,20,1
232,ham,Dear we are going to our rubber place,0,0,0,2,0,37,0,0,0,8,1
233,ham,"Sorry battery died, yeah I'm here",0,0,0,1,0,33,0,0,0,6,1
234,ham,Yes:)here tv is always available in work place..,1,0,0,0,1,48,0,0,0,8,1
235,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0,1,0,4,0,157,5,0,3,34,1
236,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0,0,0,0,0,50,1,0,3,11,1
237,ham,Or ill be a little closer like at the bus stop on the same street,0,0,0,1,0,65,0,0,0,15,1
238,ham,Where are you?when wil you reach here?,0,0,0,0,0,38,0,0,0,7,1
239,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,0,0,3,1,145,2,0,2,27,1
240,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0,3,0,3,0,145,2,1,0,25,1
241,ham,Tomarrow final hearing on my laptop case so i cant.,0,0,0,0,0,51,0,0,0,10,1
242,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,0,0,2,0,45,6,0,0,7,1
243,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,0,0,2,0,83,0,0,0,16,1
244,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,0,0,11,1,155,0,0,0,32,1
245,ham,U don't remember that old commercial?,0,0,0,1,0,37,1,0,0,6,1
246,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0,0,0,0,0,78,2,0,0,17,1
247,ham,I asked you to call him now ok,0,0,0,1,0,30,1,0,0,8,1
248,ham,Kallis wont bat in 2nd innings.,0,0,0,0,0,31,0,0,0,6,1
249,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,0,0,2,0,146,0,0,0,30,1
250,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,0,0,5,0,150,2,0,1,23,1
251,ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,0,0,2,0,44,0,0,0,8,1
252,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,0,0,10,3,179,0,0,1,34,1
253,ham,What you doing?how are you?,0,0,0,0,0,27,0,0,0,5,1
254,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,0,0,4,0,179,0,0,0,37,1
255,ham,"I'm back, lemme know when you're ready",0,0,0,2,0,38,0,0,0,7,1
256,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,0,0,2,0,97,0,0,0,18,1
257,ham,Mmm so yummy babe ... Nice jolt to the suzy,0,0,0,3,1,43,0,0,0,10,1
258,ham,Where are you lover ? I need you ...,0,0,0,1,1,36,1,0,0,9,1
259,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,0,0,0,3,0,154,3,1,0,27,1
260,ham,Iâm parked next to a MINI!!!! When are you coming in today do you think?,0,0,0,1,0,74,1,0,4,15,6
261,ham,Yup,0,0,0,1,0,3,0,0,0,1,0
262,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,0,0,7,0,85,0,0,0,18,1
263,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,1,0,2,0,51,10,1,1,11,1
264,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,0,0,0,6,0,121,1,0,0,25,1
265,ham,Why you Dint come with us.,0,0,0,1,0,26,0,0,0,6,1
266,ham,Same. Wana plan a trip sometme then,0,0,0,1,0,35,0,0,0,7,1
267,ham,"Not sure yet, still trying to get a hold of him",0,0,0,1,0,47,0,0,0,11,1
268,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,0,1,1,3,0,159,5,0,3,27,1
269,ham,The evo. I just had to download flash. Jealous?,0,0,0,0,0,47,1,0,0,9,1
270,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0,0,0,3,0,133,1,0,1,24,1
271,ham,"Come to mu, we're sorting out our narcotics situation",0,0,0,1,0,53,0,0,0,9,1
272,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,0,0,2,0,147,0,0,0,29,1
273,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0,1,1,3,0,155,5,0,1,25,1
274,ham,"Usf I guess, might as well take 1 car",0,0,0,1,0,37,1,0,0,9,1
275,ham,No objection. My bf not coming.,0,0,0,2,0,31,0,0,0,6,1
276,ham,Thanx...,0,0,0,0,1,8,0,0,0,1,0
277,ham,Tell rob to mack his gf in the theater,0,0,0,2,0,38,0,0,0,9,1
278,ham,"Awesome, I'll see you in a bit",0,0,0,3,0,30,0,0,0,7,1
279,ham,Just sent it. So what type of food do you like?,0,0,0,0,0,47,0,0,0,11,1
280,ham,All done? All handed in? Celebrations in full swing yet?,0,0,0,1,0,56,0,0,0,10,1
281,ham,You got called a tool?,0,0,0,1,0,22,0,0,0,5,1
282,ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0,2,0,1,2,141,0,0,0,25,1
283,ham,Ok. I asked for money how far,0,0,0,0,0,29,1,0,0,7,1
284,ham,Okie...,0,0,0,0,1,7,0,0,0,1,0
285,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,0,0,1,0,121,1,0,0,25,1
286,ham,"K, I might come by tonight then if my class lets out early",0,0,0,2,0,58,2,0,0,13,1
287,ham,Ok..,0,0,0,0,1,4,0,0,0,1,0
288,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,0,0,6,0,148,0,0,0,35,1
289,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",2,2,0,0,2,160,3,0,0,33,1
290,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,0,0,1,0,152,0,0,0,21,1
291,ham,Hey you told your name to gautham ah?,0,0,0,1,0,37,0,0,0,8,1
292,ham,Haf u found him? I feel so stupid da v cam was working.,0,0,0,4,0,55,1,0,0,13,1
293,ham,Oops. 4 got that bit.,0,0,0,0,0,21,0,0,0,5,1
294,ham,Are you this much buzy,0,0,0,0,0,22,0,0,0,5,1
295,ham,I accidentally deleted the message. Resend please.,0,0,0,0,0,50,1,0,0,7,1
296,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,0,1,0,2,0,159,3,0,3,29,1
297,ham,Unless it's a situation where YOU GO GURL would be more appropriate,0,0,0,1,0,67,3,0,0,12,1
298,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,0,0,4,4,153,9,0,0,35,1
299,ham,I cant pick the phone right now. Pls send a message,0,0,0,1,0,51,1,0,0,11,1
300,ham,Need a coffee run tomo?Can't believe it's that time of week already,0,0,0,0,0,67,0,0,0,12,1
301,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0,0,0,3,0,88,2,0,0,17,1
302,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,0,0,2,0,157,0,0,0,31,1
303,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,0,0,0,2,0,90,0,0,1,21,1
304,ham,He is a womdarfull actor,0,0,0,0,0,24,0,0,0,5,1
305,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0,6,0,5,0,146,3,0,2,23,1
306,ham,Yup... From what i remb... I think should be can book...,0,0,0,0,3,56,1,0,0,11,1
307,ham,Jos ask if u wana meet up?,0,0,0,1,0,26,0,0,0,7,1
308,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0,0,0,4,0,71,0,0,0,14,1
309,spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",0,0,0,3,0,138,1,0,0,24,1
310,ham,Where are the garage keys? They aren't on the bookshelf,0,0,0,1,0,55,0,0,0,10,1
311,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,0,0,1,1,156,2,0,0,24,1
312,spam,"Think ur smart ? Win Â£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",0,2,0,2,0,134,5,0,2,25,5
313,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0,0,0,0,0,119,0,0,0,24,1
314,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",0,0,0,8,0,142,3,0,2,33,1
315,ham,You made my day. Do have a great day too.,0,0,0,0,0,41,0,0,0,10,1
316,ham,K.k:)advance happy pongal.,1,0,0,0,0,26,0,0,0,3,1
317,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0,0,0,7,4,119,0,0,0,24,1
318,ham,"Not really dude, have no friends i'm afraid :(",0,0,0,3,0,46,0,0,0,9,1
319,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,0,1,0,1,0,157,1,1,2,27,1
320,ham,"Coffee cake, i guess...",0,0,0,1,1,23,0,0,0,4,1
321,ham,"Merry Christmas to you too babe, i love ya *kisses*",0,2,0,1,0,51,0,0,0,10,1
322,ham,Hey... Why dont we just go watch x men and have lunch... Haha,0,0,0,2,2,61,0,0,0,13,1
323,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,0,0,0,12,0,107,0,0,1,28,1
324,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,0,1,0,2,0,157,0,0,1,31,1
325,ham,No problem. How are you doing?,0,0,0,1,0,30,0,0,0,6,1
326,ham,No calls..messages..missed calls,0,0,0,1,2,32,0,0,0,3,1
327,ham,Hi da:)how is the todays class?,1,0,0,2,0,31,0,0,0,6,1
328,ham,"I'd say that's a good sign but, well, you know my track record at reading women",0,0,0,2,0,79,0,0,0,16,1
329,ham,"Cool, text me when you're parked",0,0,0,1,0,32,0,0,0,6,1
330,ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,0,0,0,2,0,86,0,0,0,20,1
331,ham,K.k:)apo k.good movie.,1,0,0,0,0,22,0,0,0,3,1
332,ham,Maybe i could get book out tomo then return it immediately ..? Or something.,0,0,0,2,1,76,0,0,0,14,1
333,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,0,0,0,2,0,128,0,0,2,24,1
334,ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0,0,0,0,0,232,1,0,0,43,1
335,spam,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,0,1,0,1,0,159,1,1,2,27,5
336,ham,"Ta-Daaaaa! I am home babe, are you still up ?",0,1,0,0,0,45,1,0,1,10,1
337,ham,Cool. So how come you havent been wined and dined before?,0,0,0,0,0,57,0,0,0,11,1
338,ham,Just sleeping..and surfing,0,0,0,0,1,26,0,0,0,3,1
339,ham,"Sorry, I'll call later",0,0,0,1,0,22,0,0,0,4,1
340,ham,U calling me right? Call my hand phone...,0,0,0,2,1,41,1,0,0,8,1
341,ham,Ok that's great thanx a lot.,0,0,0,2,0,28,0,0,0,6,1
342,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,0,0,0,3,0,151,1,0,2,31,1
343,ham,Where u been hiding stranger?,0,0,0,1,0,29,0,0,0,5,1
344,ham,Am not interested to do like that.,0,0,0,0,0,34,0,0,0,7,1
345,ham,My sister cleared two round in birla soft yesterday.,0,0,0,1,0,52,0,0,0,9,1
346,ham,Gudnite....tc...practice going on,0,0,0,0,2,33,0,0,0,3,1
347,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0,0,0,4,0,85,1,0,0,20,1
348,ham,One small prestige problem now.,0,0,0,1,0,31,0,0,0,5,1
349,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,0,0,1,2,0,111,4,0,0,20,1
350,ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0,0,0,0,0,78,0,0,0,15,1
351,ham,"Nah can't help you there, I've never had an iphone",0,0,0,1,0,50,0,0,0,10,1
352,ham,If you're not in my car in an hour and a half I'm going apeshit,0,0,0,1,0,63,0,0,0,15,1
353,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,0,0,6,0,148,5,0,1,30,1
354,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0,0,0,4,0,129,1,0,0,28,1
355,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0,0,0,1,0,45,6,0,3,8,1
356,ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",0,0,0,2,0,202,1,0,0,34,1
357,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,0,0,5,0,150,2,0,1,23,1
358,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,0,7,0,3,0,148,2,1,0,22,1
359,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0,0,0,2,0,168,1,0,0,31,1
360,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0,1,0,2,0,85,1,0,2,17,1
361,ham,Ha ha cool cool chikku chikku:-):-DB-),1,3,0,2,0,38,0,0,0,6,1
362,ham,Oh ok no prob..,0,0,0,3,1,15,0,0,0,4,1
363,ham,Check audrey's status right now,0,0,0,0,0,31,0,0,0,5,1
364,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0,0,0,0,1,88,1,0,0,16,1
365,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0,0,0,4,1,160,1,0,1,34,1
366,ham,Well i know Z will take care of me. So no worries.,0,0,0,3,0,50,1,0,0,12,1
367,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",0,3,0,1,0,165,1,1,5,25,1
368,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0,0,1,1,0,129,1,1,0,16,1
369,ham,Wat uniform? In where get?,0,0,0,1,0,26,0,0,0,5,1
370,ham,"Cool, text me when you're ready",0,0,0,1,0,31,0,0,0,6,1
371,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0,0,0,2,2,129,4,0,0,29,1
372,ham,I will spoil you in bed as well :),1,0,0,1,0,34,1,0,0,9,1
373,ham,I'm going for bath will msg you next  &lt;#&gt;  min..,0,0,0,2,1,54,0,0,3,12,1
374,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0,0,0,1,0,162,1,0,0,37,1
375,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",0,0,0,2,0,157,2,1,0,26,1
376,ham,Can you say what happen,0,0,0,0,0,23,0,0,0,5,1
377,ham,You could have seen me..i did't recognise you Face.:),1,0,0,1,1,53,0,0,0,9,1
378,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0,2,0,2,0,131,0,0,0,25,1
379,ham,Keep my payasam there if rinu brings,0,0,0,0,0,36,0,0,0,7,1
380,ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0,0,0,2,1,143,1,0,0,27,1
381,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0,0,0,4,0,300,1,0,0,57,1
382,ham,"Yeah sure, give me a couple minutes to track down my wallet",0,0,0,1,0,59,0,0,0,12,1
